campaign_name,start_date,end_date,budget,roi,type,target_audience,channel,conversion_rate,revenue,net_profit,start_year,start_month,start_quarter,roi_category,conversion_category,cost_per_conversion,high_budget_flag,high_roi_flag
decentralized bi-directional forecast,2023-02-03,2023-11-18,96168.8,0.44,email,B2C,promotion,0.26,138002.71,41833.90999999999,2023,2,1,Low,Low,2.680237221428478,1,0
multi-lateral coherent hardware,2023-03-20,2023-12-20,80398.7,5.92,social media,B2B,paid,0.77,556040.51,475641.81,2023,3,1,High,Medium,0.18778109548870117,1,1
digitized fresh-thinking toolset,2023-07-23,2024-03-20,7171.11,33.09,podcast,B2C,referral,0.58,244491.62,237320.51,2023,7,3,High,Medium,0.05057016988402584,0,1
persistent fresh-thinking parallelism,2022-09-26,2024-07-24,40458.71,17.51,email,B2B,organic,0.6,748950.16,708491.4500000001,2022,9,3,High,Medium,0.09003427321964032,0,1
up-sized discrete superstructure,2023-04-08,2024-02-16,85035.31,5.87,webinar,B2C,referral,0.69,583929.45,498894.13999999996,2023,4,2,High,Medium,0.21105217370034163,1,1
implemented next generation productivity,2022-08-16,2023-12-12,28881.52,29.74,email,B2B,referral,0.74,887826.15,858944.63,2022,8,3,High,Medium,0.04396027429590926,0,1
persistent radical approach,2022-10-23,2023-08-15,99891.35,-0.92,email,B2C,promotion,0.91,8272.5,-91618.85,2022,10,4,Negative,High,13.269351983767216,1,0
robust dynamic circuit,2022-10-04,2024-04-29,35936.7,15.02,webinar,B2B,referral,0.13,575711.5,539774.8,2022,10,4,High,Very Low,0.48016437720308497,0,1
assimilated cohesive contingency,2023-03-10,2024-07-22,52088.32,0.65,podcast,B2B,referral,0.46,85934.39,33846.07,2023,3,1,Medium,Low,1.317696887833492,1,0
distributed heuristic extranet,2022-08-27,2023-12-31,19258.46,42.03,podcast,B2C,promotion,0.22,828613.75,809355.29,2022,8,3,High,Low,0.10564446287000975,0,1
public-key optimizing open architecture,2023-04-01,2023-11-13,35095.84,3.39,social media,B2C,paid,0.26,153946.14,118850.30000000002,2023,4,2,High,Low,0.8768261419221033,0,1
self-enabling secondary methodology,2022-09-22,2024-04-16,89591.74,6.9,podcast,B2C,promotion,0.16,707937.27,618345.53,2022,9,3,High,Very Low,0.7909576154960736,1,1
multi-channeled intermediate project,2023-07-10,2024-06-11,30866.33,14.78,webinar,B2C,paid,0.51,487045.64,456179.31,2023,7,3,High,Medium,0.12426395129268483,0,1
re-engineered 24/7 benchmark,2022-10-07,2023-08-02,60761.56,8.23,podcast,B2C,paid,0.46,560912.6,500151.04,2022,10,4,High,Low,0.2354918535010391,1,1
automated 6thgeneration solution,2023-04-10,2023-08-27,82351.52,4.71,podcast,B2C,organic,0.27,470489.22,388137.69999999995,2023,4,2,High,Low,0.6482733645409127,1,1
persevering asymmetric orchestration,2022-10-23,2024-03-12,68860.82,4.24,webinar,B2C,organic,0.82,360686.83,291826.01,2022,10,4,High,High,0.23282416426487648,1,1
enhanced web-enabled knowledge user,2023-04-24,2024-05-25,71941.12,10.03,webinar,B2C,referral,0.67,793615.75,721674.63,2023,4,2,High,Medium,0.13529822961571675,1,1
multi-tiered fresh-thinking monitoring,2023-01-31,2024-01-23,92487.68,4.84,social media,B2C,organic,0.48,539681.9,447194.22000000003,2023,1,1,High,Low,0.3570300702444656,1,1
cloned background ability,2023-05-08,2023-08-05,6690.98,61.67,podcast,B2C,referral,0.6,419310.48,412619.5,2023,5,2,High,Medium,0.026595169606381728,0,1
up-sized bifurcated budgetary management,2023-06-21,2024-03-29,65932.3,12.17,email,B2B,paid,0.64,868615.57,802683.2699999999,2023,6,2,High,Medium,0.11860162574566792,1,1
virtual methodical projection,2022-08-28,2023-08-03,2939.44,175.19,podcast,B2B,referral,0.34,517886.3,514946.86,2022,8,3,High,Low,0.016693648325329095,0,1
configurable 6thgeneration approach,2023-07-20,2023-08-05,89898.65,9.46,social media,B2C,paid,0.94,940644.5,850745.85,2023,7,3,High,High,0.10167163227141354,1,1
networked zero administration hardware,2023-06-18,2024-01-12,79330.1,11.52,webinar,B2C,promotion,0.6,993317.73,913987.63,2023,6,2,High,Medium,0.13310628547155134,1,1
integrated dedicated solution,2023-04-25,2023-09-26,49871.16,14.11,webinar,B2B,promotion,0.13,753551.91,703680.75,2023,4,2,High,Very Low,0.5090880967872641,1,1
managed coherent local area network,2022-08-22,2024-07-09,86898.8,6.22,email,B2B,paid,0.63,627464.79,540565.99,2022,8,3,High,Medium,0.21982843559174559,1,1
assimilated bifurcated policy,2023-07-12,2024-06-07,88219.78,3.37,podcast,B2C,organic,0.9,385119.98,296900.19999999995,2023,7,3,High,High,0.2545232209914889,1,1
intuitive secondary initiative,2023-07-21,2023-10-02,40691.9,21.72,email,B2C,organic,0.5,924409.28,883717.38,2023,7,3,High,Low,0.08803870943398578,0,1
reverse-engineered bandwidth-monitored encoding,2023-04-13,2023-12-22,72683.1,9.71,social media,B2B,paid,0.71,778626.74,705943.64,2023,4,2,High,Medium,0.13147578694803327,1,1
adaptive 24/7 open architecture,2023-04-28,2024-04-26,11646.16,0.14,email,B2B,organic,0.81,13324.2,1678.0400000000009,2023,4,2,Low,High,1.0790873229643787,0,0
grass-roots holistic migration,2022-08-26,2023-12-23,89917.95,7.19,email,B2B,promotion,0.24,736828.76,646910.81,2022,8,3,High,Low,0.5084738074013289,1,1
face-to-face background methodology,2022-11-26,2024-04-19,78099.81,5.85,webinar,B2C,organic,0.35,535075.58,456975.76999999996,2022,11,4,High,Low,0.41702952372768404,1,1
visionary neutral attitude,2023-07-02,2024-07-25,35717.61,3.09,podcast,B2C,organic,0.1,146092.95,110375.34000000001,2023,7,3,High,Very Low,2.444855141880563,0,1
grass-roots tertiary adapter,2023-02-21,2024-03-25,74243.84,6.58,webinar,B2B,promotion,0.95,562833.1,488589.26,2023,2,1,High,High,0.13885361491055837,1,1
function-based dynamic focus group,2022-12-17,2024-02-08,25475.7,33.13,webinar,B2C,paid,0.43,869402.93,843927.2300000001,2022,12,4,High,Low,0.06814540405734355,0,1
multi-tiered stable installation,2023-03-23,2024-04-15,28552.53,15.54,webinar,B2C,paid,0.2,472180.81,443628.28,2023,3,1,High,Very Low,0.30234742068403836,0,1
proactive explicit migration,2023-07-06,2023-08-06,38420.97,20.69,social media,B2C,organic,0.58,833349.14,794928.17,2023,7,3,High,Medium,0.07949015429971876,0,1
reactive eco-centric synergy,2023-07-03,2024-04-23,39225.15,2.25,email,B2B,paid,0.84,127445.11,88219.95999999999,2023,7,3,High,High,0.3664056403800597,0,1
automated dedicated budgetary management,2023-08-01,2024-04-06,1436.99,612.62,podcast,B2B,organic,0.87,881768.44,880331.45,2023,8,3,High,High,0.0018731818567674764,0,1
multi-channeled coherent moderator,2022-08-10,2024-03-18,11007.95,60.79,podcast,B2C,referral,0.81,680150.2,669142.25,2022,8,3,High,High,0.01998097145071054,0,1
synergized bottom-line paradigm,2022-12-06,2024-07-09,94432.87,4.56,social media,B2C,organic,0.2,524902.66,430469.79000000004,2022,12,4,High,Very Low,0.8995274476223838,1,1
phased attitude-oriented standardization,2023-07-03,2024-05-12,87100.53,10.02,podcast,B2B,referral,0.32,959625.18,872524.65,2023,7,3,High,Low,0.28364111522167434,1,1
open-architected bottom-line algorithm,2022-11-11,2023-11-15,81473.25,4.79,webinar,B2C,paid,0.37,471361.8,389888.55,2022,11,4,High,Low,0.46715277515694525,1,1
open-source homogeneous product,2023-05-31,2023-09-30,89921.79,3.71,webinar,B2B,organic,0.51,423523.6,333601.81,2023,5,2,High,Medium,0.41631029603572894,1,1
reduced tertiary implementation,2022-08-10,2023-10-22,93538.7,9.15,email,B2B,organic,0.4,949355.73,855817.03,2022,8,3,High,Low,0.24632152375590546,1,1
proactive incremental framework,2022-12-16,2024-05-21,96760.38,2.65,email,B2B,referral,0.33,353251.17,256490.78999999998,2022,12,4,High,Low,0.8300419011415383,1,1
quality-focused hybrid policy,2023-01-28,2024-05-10,90020.46,7.51,social media,B2C,promotion,0.9,766391.61,676371.15,2023,1,1,High,High,0.13051125824998702,1,1
progressive 24hour utilization,2022-11-01,2024-03-14,14495.84,6.29,podcast,B2C,referral,0.56,105658.26,91162.42,2022,11,4,High,Medium,0.2449920013014465,0,1
organized coherent utilization,2022-09-12,2024-05-18,7889.64,19.3,email,B2C,referral,0.56,160161.3,152271.65999999997,2022,9,3,High,Medium,0.08796533780097225,0,1
versatile user-facing benchmark,2022-09-19,2024-05-21,53658.92,13.19,social media,B2B,promotion,0.0,761292.13,707633.21,2022,9,3,High,Very Low,,1,1
configurable client-driven migration,2022-12-09,2024-03-10,21172.32,44.94,social media,B2C,referral,0.32,972694.3,951521.9800000001,2022,12,4,High,Low,0.06802085711821278,0,1
public-key fresh-thinking intranet,2023-07-23,2024-04-01,88296.95,9.51,webinar,B2C,referral,0.13,928231.8,839934.8500000001,2023,7,3,High,Very Low,0.7317216536777857,1,1
self-enabling bandwidth-monitored array,2022-09-15,2024-04-05,42970.96,7.04,webinar,B2C,referral,0.68,345521.31,302550.35,2022,9,3,High,Medium,0.18289056682290916,0,1
profound disintermediate analyzer,2022-12-16,2023-11-09,49418.2,17.56,social media,B2B,paid,0.83,917197.39,867779.1900000001,2022,12,4,High,High,0.06491514329320104,1,1
multi-tiered multi-tasking support,2022-10-23,2023-12-08,3809.12,149.66,webinar,B2C,referral,0.2,573889.99,570080.87,2022,10,4,High,Very Low,0.03318684823201046,0,1
triple-buffered next generation moderator,2023-07-22,2024-02-17,96955.19,5.24,webinar,B2B,promotion,0.51,605117.55,508162.36000000004,2023,7,3,High,Medium,0.3141674137302322,1,1
synergistic needs-based framework,2022-10-21,2024-04-27,22787.98,40.26,webinar,B2C,organic,0.29,940147.71,917359.73,2022,10,4,High,Low,0.08358180373519217,0,1
horizontal national alliance,2022-12-20,2023-11-10,59550.27,4.8,social media,B2C,referral,0.42,345405.0,285854.73,2022,12,4,High,Low,0.41049306507681455,1,1
team-oriented mobile contingency,2023-03-29,2024-01-25,55219.7,10.66,podcast,B2B,promotion,0.64,643859.1,588639.4,2023,3,1,High,Medium,0.13400568734681237,1,1
persistent grid-enabled contingency,2022-10-14,2024-02-06,38978.72,17.75,podcast,B2C,organic,0.25,730692.49,691713.77,2022,10,4,High,Low,0.21337961198971678,0,1
reactive real-time array,2023-06-21,2024-04-13,77106.38,1.43,podcast,B2C,promotion,0.39,187751.15,110644.76999999999,2023,6,2,High,Low,1.053035715981855,1,1
programmable asynchronous encryption,2023-01-17,2023-12-22,16485.72,-0.41,podcast,B2B,referral,0.41,9714.17,-6771.550000000001,2023,1,1,Negative,Low,4.139218602385146,0,0
object-based web-enabled intranet,2023-06-01,2023-08-11,32297.26,27.49,webinar,B2B,promotion,0.17,919995.28,887698.02,2023,6,2,High,Very Low,0.20650527941071736,0,1
universal exuding artificial intelligence,2023-04-25,2024-07-24,80372.5,2.24,webinar,B2B,paid,0.3,260204.2,179831.7,2023,4,2,High,Low,1.0296080283613154,1,1
cross-group bandwidth-monitored time-frame,2022-11-30,2024-03-18,51871.97,6.52,email,B2B,paid,0.55,389969.52,338097.55000000005,2022,11,4,High,Medium,0.24184626718332428,1,1
customer-focused web-enabled framework,2023-01-04,2023-12-30,3162.85,196.63,social media,B2B,organic,0.71,625063.38,621900.53,2023,1,1,High,Medium,0.007126826578544971,0,1
synergized local emulation,2023-04-20,2023-12-10,1793.79,244.92,webinar,B2B,promotion,0.3,441129.4,439335.61000000004,2023,4,2,High,Low,0.01355452617757964,0,1
multi-tiered object-oriented knowledge user,2023-04-22,2023-10-28,52804.87,15.67,email,B2C,paid,0.25,880106.4,827301.53,2023,4,2,High,Low,0.23999311901379197,1,1
multi-lateral mission-critical productivity,2023-04-21,2023-09-12,71940.27,9.02,social media,B2B,referral,0.73,720494.61,648554.34,2023,4,2,High,Medium,0.1367786985505598,1,1
re-contextualized reciprocal secured line,2023-03-19,2023-10-09,83645.54,6.27,social media,B2B,referral,0.27,607963.82,524318.2799999999,2023,3,1,High,Low,0.5095669941285261,1,1
compatible actuating utilization,2022-09-29,2024-03-14,40895.28,6.89,webinar,B2C,promotion,0.53,322795.47,281900.18999999994,2022,9,3,High,Medium,0.23903961744065788,0,1
compatible full-range open system,2023-05-29,2024-06-04,33898.88,7.86,social media,B2B,referral,0.58,300424.53,266525.65,2023,5,2,High,Medium,0.19454584759635374,0,1
switchable incremental collaboration,2023-03-28,2023-11-28,46310.28,9.5,webinar,B2B,paid,0.53,486051.65,439741.37,2023,3,1,High,Medium,0.17977078524978327,0,1
monitored maximized project,2023-05-07,2024-05-17,32095.6,12.78,email,B2B,promotion,0.37,442320.4,410224.80000000005,2023,5,2,High,Low,0.19611319049463885,0,1
compatible grid-enabled info-mediaries,2023-01-27,2023-11-21,96019.69,6.16,webinar,B2C,organic,0.57,687313.27,591293.5800000001,2023,1,1,High,Medium,0.2450928911807975,1,1
cloned foreground portal,2022-09-14,2023-08-17,13908.21,57.71,podcast,B2B,promotion,0.88,816603.99,802695.78,2022,9,3,High,High,0.019354282227924322,0,1
devolved homogeneous projection,2023-04-25,2024-05-24,4833.32,177.85,webinar,B2C,promotion,0.22,864437.87,859604.55,2023,4,2,High,Low,0.025414939726826593,0,1
profound non-volatile complexity,2022-10-03,2023-08-18,28827.53,24.46,social media,B2C,paid,0.94,734015.4,705187.87,2022,10,4,High,High,0.04178057450345453,0,1
focused holistic collaboration,2023-01-31,2023-11-02,89440.32,9.42,email,B2C,promotion,0.85,931725.82,842285.5,2023,1,1,High,High,0.11293441012759844,1,1
optimized zero administration task-force,2022-12-31,2024-01-14,31564.29,28.5,podcast,B2B,referral,0.83,931183.22,899618.9299999999,2022,12,4,High,High,0.0408397233148606,0,1
customizable zero administration application,2022-08-27,2024-01-01,86492.2,0.42,podcast,B2B,paid,0.23,122398.7,35906.5,2022,8,3,Low,Low,3.0723614178766674,1,0
balanced multi-tasking adapter,2023-07-13,2024-06-23,13945.61,55.99,email,B2B,promotion,0.57,794815.89,780870.28,2023,7,3,High,Medium,0.03078194933438026,0,1
ameliorated grid-enabled capability,2023-01-19,2023-10-02,13105.34,37.29,social media,B2B,paid,0.6,501764.55,488659.20999999996,2023,1,1,High,Medium,0.04353084197226236,0,1
monitored full-range matrix,2022-09-02,2023-10-11,27771.85,23.25,social media,B2B,referral,0.58,673575.17,645803.3200000001,2022,9,3,High,Medium,0.0710870918831524,0,1
multi-tiered empowering adapter,2023-02-24,2023-09-29,30544.22,0.32,podcast,B2B,organic,0.47,40247.47,9703.25,2023,2,1,Low,Low,1.6147027907011193,0,0
re-contextualized mission-critical help-desk,2023-03-28,2023-11-22,35286.84,4.53,webinar,B2B,paid,0.45,195049.24,159762.4,2023,3,1,High,Low,0.4020277136173409,0,1
face-to-face foreground service-desk,2023-03-15,2024-05-07,23254.87,34.15,social media,B2C,promotion,0.59,817356.61,794101.74,2023,3,1,High,Medium,0.04822256701185188,0,1
re-contextualized solution-oriented circuit,2022-08-25,2023-12-04,29101.58,26.44,email,B2C,referral,0.57,798538.44,769436.86,2022,8,3,High,Medium,0.06393606237512114,0,1
managed didactic system engine,2023-07-14,2024-07-18,31358.99,11.08,social media,B2C,referral,0.86,378814.53,347455.54000000004,2023,7,3,High,High,0.096258033873371,0,1
expanded 4thgeneration groupware,2023-04-02,2023-08-23,51725.95,11.64,email,B2B,paid,0.72,654019.7,602293.75,2023,4,2,High,Medium,0.10984622821334315,1,1
total well-modulated knowledge user,2022-08-22,2023-10-19,28468.75,4.32,webinar,B2C,organic,0.11,151441.9,122973.15,2022,8,3,High,Very Low,1.7089512095517698,0,1
polarized high-level ability,2022-09-20,2024-03-22,8627.43,94.39,email,B2B,promotion,0.75,823000.43,814373.0,2022,9,3,High,Medium,0.013977198043505275,0,1
reduced high-level methodology,2023-04-12,2024-02-27,92072.41,-0.9,email,B2B,organic,0.54,8811.92,-83260.49,2023,4,2,Negative,Medium,19.3492976516994,1,0
robust executive migration,2023-01-29,2023-12-05,42804.51,14.2,podcast,B2C,organic,0.79,650574.93,607770.42,2023,1,1,High,Medium,0.08328467875427187,0,1
inverse background firmware,2022-09-08,2024-05-01,4270.96,6.24,email,B2B,promotion,0.8,30917.19,26646.23,2022,9,3,High,Medium,0.17267740050114516,0,1
vision-oriented client-server conglomeration,2022-08-30,2024-02-21,68514.74,0.8,podcast,B2B,organic,0.75,123066.22,54551.479999999996,2022,8,3,Medium,Medium,0.742307569588687,1,0
reduced motivating analyzer,2023-07-18,2024-07-16,76849.0,4.9,webinar,B2C,promotion,0.45,453670.5,376821.5,2023,7,3,High,Low,0.3764308138958904,1,1
focused empowering capacity,2023-05-04,2024-05-23,74278.5,10.62,social media,B2B,promotion,0.12,863407.86,789129.36,2023,5,2,High,Very Low,0.7169120512755119,1,1
front-line multi-tasking moderator,2023-01-09,2024-04-18,21674.14,41.33,podcast,B2B,promotion,0.65,917565.26,895891.12,2023,1,1,High,Medium,0.03634055496960594,0,1
realigned 24/7 hub,2022-09-21,2024-05-23,72864.67,3.95,social media,B2C,referral,0.7,360392.7,287528.03,2022,9,3,High,Medium,0.2888304499904846,1,1
de-engineered 6thgeneration parallelism,2023-01-29,2024-07-12,47218.62,18.73,podcast,B2B,referral,0.96,931639.51,884420.89,2023,1,1,High,High,0.0527951659113298,1,1
mandatory 3rdgeneration matrices,2023-07-02,2023-10-28,29709.16,26.33,social media,B2C,referral,0.12,811850.37,782141.21,2023,7,3,High,Very Low,0.3049531569879476,0,1
compatible full-range toolset,2023-01-23,2023-08-07,55196.85,9.16,podcast,B2B,promotion,0.4,561046.37,505849.52,2023,1,1,High,Low,0.24595493773536042,1,1
switchable 3rdgeneration projection,2023-07-01,2023-12-07,72566.45,8.83,podcast,B2C,referral,0.33,713030.96,640464.51,2023,7,3,High,Low,0.30839941835531703,1,1
programmable homogeneous projection,2022-09-24,2023-11-12,11006.3,-0.67,podcast,B2C,promotion,0.98,3641.3,-7364.999999999999,2022,9,3,Negative,High,3.0843155926034487,0,0
decentralized contextually-based capability,2023-02-22,2024-06-09,9950.82,47.52,webinar,B2C,referral,0.5,482845.35,472894.52999999997,2023,2,1,High,Low,0.0412174208574236,0,1
exclusive next generation info-mediaries,2023-03-26,2024-04-04,38117.82,14.76,podcast,B2C,promotion,0.4,600708.1,562590.28,2023,3,1,High,Low,0.1586370318628965,0,1
cloned scalable strategy,2022-09-01,2024-06-14,74720.7,9.36,email,B2B,paid,0.49,774366.5,699645.8,2022,9,3,High,Low,0.19692383966738736,1,1
public-key full-range matrices,2023-07-16,2023-09-03,37221.22,17.31,email,B2C,organic,0.1,681365.12,644143.9,2023,7,3,High,Very Low,0.5462742207878207,0,1
multi-layered methodical structure,2022-09-29,2024-05-03,33682.83,4.63,social media,B2C,referral,0.25,189755.91,156073.08000000002,2022,9,3,High,Low,0.7100243676204868,0,1
organic holistic graphical user interface,2023-07-05,2023-12-03,1810.82,148.37,email,B2C,promotion,0.87,270481.39,268670.57,2023,7,3,High,High,0.007695177471731325,0,1
multi-channeled upward-trending instruction set,2023-02-28,2024-03-06,29840.15,20.16,webinar,B2B,organic,0.78,631347.68,601507.53,2023,2,1,High,Medium,0.06059514238510001,0,1
managed even-keeled internet solution,2023-03-09,2024-01-12,81342.1,3.45,email,B2C,promotion,0.91,362030.2,280688.1,2023,3,1,High,High,0.24690460375107678,1,1
customer-focused systemic capability,2023-01-01,2024-04-01,96731.22,6.76,social media,B2B,organic,0.8,750903.16,654171.9400000001,2023,1,1,High,Medium,0.16102479179871876,1,1
inverse non-volatile superstructure,2022-08-06,2023-12-13,27329.38,30.97,email,B2B,organic,0.6,873619.99,846290.61,2022,8,3,High,Medium,0.05213819187753095,0,1
multi-lateral needs-based collaboration,2022-09-23,2024-01-25,21718.66,37.61,social media,B2C,organic,0.65,838552.42,816833.76,2022,9,3,High,Medium,0.039846433305771235,0,1
ergonomic empowering attitude,2023-04-26,2024-01-12,80659.67,5.63,email,B2C,promotion,0.7,534572.47,453912.8,2023,4,2,High,Medium,0.21555187830753803,1,1
switchable secondary hierarchy,2023-04-29,2023-11-18,95913.4,5.8,email,B2B,promotion,0.91,651889.94,555976.5399999999,2023,4,2,High,High,0.16168272309792148,1,1
ameliorated bi-directional graphic interface,2023-05-07,2023-11-21,34910.16,16.56,podcast,B2C,referral,0.97,613092.25,578182.09,2023,5,2,High,High,0.058702186612378644,0,1
secured attitude-oriented info-mediaries,2022-11-14,2023-10-11,51394.97,15.38,email,B2B,paid,0.41,841615.61,790220.64,2022,11,4,High,Low,0.1489439880586978,1,1
enterprise-wide bandwidth-monitored toolset,2022-08-17,2024-04-21,27577.78,23.14,podcast,B2B,paid,0.4,665815.39,638237.61,2022,8,3,High,Low,0.10354889814127005,0,1
compatible mobile open system,2023-03-03,2024-05-29,31618.12,13.4,webinar,B2C,paid,0.87,455453.72,423835.6,2023,3,1,High,High,0.07979442272788258,0,1
vision-oriented object-oriented structure,2023-04-30,2024-03-24,84055.7,2.6,email,B2C,referral,0.85,302692.25,218636.55,2023,4,2,High,High,0.3266983506301513,1,1
re-engineered holistic data-warehouse,2022-10-03,2024-05-09,28051.5,12.37,podcast,B2C,referral,0.36,374910.63,346859.13,2022,10,4,High,Low,0.20783842094136762,0,1
multi-channeled reciprocal utilization,2022-08-21,2024-07-10,16470.61,31.42,social media,B2B,organic,0.7,533910.94,517440.32999999996,2022,8,3,High,Medium,0.04406997702115424,0,1
object-based discrete strategy,2023-07-22,2023-10-20,39241.75,5.43,podcast,B2B,referral,0.59,252287.84,213046.09,2023,7,3,High,Medium,0.26363316074990417,0,1
customizable human-resource monitoring,2023-03-20,2023-12-06,54166.71,12.58,webinar,B2B,paid,0.15,735390.8,681224.0900000001,2023,3,1,High,Very Low,0.4910469372203187,1,1
synergized actuating policy,2023-04-07,2024-06-20,40958.7,21.49,podcast,B2B,promotion,0.39,921182.15,880223.4500000001,2023,4,2,High,Low,0.1140081879488304,0,1
versatile object-oriented access,2023-06-21,2024-02-21,21009.79,14.33,podcast,B2B,referral,0.54,321994.2,300984.41000000003,2023,6,2,High,Medium,0.12083142652419987,0,1
de-engineered 24/7 archive,2023-06-15,2024-01-31,23099.8,16.18,social media,B2C,paid,0.98,396851.15,373751.35000000003,2023,6,2,High,High,0.05939563105662139,0,1
profit-focused multimedia concept,2022-09-20,2023-11-04,33618.7,24.83,webinar,B2C,paid,0.8,868303.57,834684.87,2022,9,3,High,Medium,0.04839710033669445,0,1
vision-oriented transitional process improvement,2023-06-27,2023-11-26,55436.7,13.19,podcast,B2B,organic,0.99,786705.7,731269.0,2023,6,2,High,High,0.07117867160065915,1,1
pre-emptive mission-critical knowledge user,2023-03-08,2024-06-28,73916.74,2.15,webinar,B2B,promotion,0.69,232695.36,158778.62,2023,3,1,High,Medium,0.4603689138662995,1,1
cross-group object-oriented moderator,2022-08-27,2023-11-18,66331.63,12.82,podcast,B2C,promotion,0.4,916634.12,850302.49,2022,8,3,High,Low,0.18091086877717358,1,1
grass-roots eco-centric strategy,2022-10-22,2023-10-25,39767.24,9.22,email,B2B,paid,0.33,406566.2,366798.96,2022,10,4,High,Low,0.2964013926361509,0,1
customizable global hierarchy,2023-04-26,2023-10-12,86716.38,-0.2,email,B2B,paid,0.95,69360.86,-17355.520000000004,2023,4,2,Negative,High,1.3160217448284235,1,0
future-proofed uniform alliance,2023-03-22,2024-06-14,69474.96,0.24,email,B2B,organic,0.7,86176.18,16701.219999999987,2023,3,1,Low,Medium,1.151709705131312,1,0
balanced asynchronous contingency,2022-10-31,2024-04-07,7952.69,96.11,social media,B2C,promotion,0.14,772286.49,764333.8,2022,10,4,High,Very Low,0.07355421764716946,0,1
robust disintermediate neural-net,2023-04-17,2023-11-15,92395.78,9.28,social media,B2C,organic,0.31,949696.65,857300.87,2023,4,2,High,Low,0.31383800630001846,1,1
multi-lateral dynamic encryption,2023-04-21,2024-01-04,76016.6,9.64,social media,B2B,promotion,0.38,809123.64,733107.04,2023,4,2,High,Low,0.24723500132875406,1,1
customer-focused human-resource algorithm,2022-12-15,2024-03-07,32965.35,24.44,email,B2C,referral,0.77,838474.56,805509.2100000001,2022,12,4,High,Medium,0.051059560897283335,0,1
re-contextualized zero-defect artificial intelligence,2023-04-13,2024-04-02,99120.34,1.29,webinar,B2B,referral,0.67,227398.12,128277.78,2023,4,2,High,Medium,0.6505806027338715,1,1
decentralized system-worthy neural-net,2023-01-24,2023-10-25,65906.93,7.24,email,B2B,promotion,0.9,543317.45,477410.51999999996,2023,1,1,High,High,0.13478293808200384,1,1
reduced content-based graphic interface,2022-10-26,2024-03-03,16945.29,51.21,social media,B2C,referral,0.76,884669.86,867724.57,2022,10,4,High,Medium,0.02520311273012773,0,1
de-engineered non-volatile hardware,2023-02-10,2024-02-14,41041.24,8.6,email,B2C,organic,0.51,394039.86,352998.62,2023,2,1,High,Medium,0.2042255816653755,0,1
intuitive system-worthy interface,2022-12-28,2024-06-28,44445.2,5.77,webinar,B2C,referral,0.39,300733.58,256288.38,2022,12,4,High,Low,0.378946878104039,0,1
networked systematic budgetary management,2023-02-13,2023-12-20,11742.47,56.25,email,B2B,organic,0.2,672241.21,660498.74,2023,2,1,High,Very Low,0.08733821897053885,0,1
open-source radical extranet,2022-12-09,2023-09-22,68103.5,1.88,email,B2B,referral,0.56,196290.5,128187.0,2022,12,4,High,Medium,0.6195582203781785,1,1
monitored high-level contingency,2023-02-17,2023-10-10,26563.78,31.51,social media,B2B,paid,0.32,863720.51,837156.73,2023,2,1,High,Low,0.09610957658050749,0,1
switchable actuating encryption,2022-11-25,2023-09-14,3104.48,112.57,webinar,B2C,referral,0.57,352571.87,349467.39,2022,11,4,High,Medium,0.015447789809070354,0,1
profit-focused actuating open architecture,2023-01-14,2024-03-30,1480.67,524.43,social media,B2C,promotion,0.89,777983.15,776502.48,2023,1,1,High,High,0.002138444974423123,0,1
compatible 5thgeneration open architecture,2023-06-27,2024-06-09,43263.23,5.57,social media,B2B,paid,0.27,284363.38,241100.15,2023,6,2,High,Low,0.5634838957997517,0,1
business-focused systemic policy,2022-08-21,2024-07-21,50643.73,11.45,email,B2B,organic,0.6,630320.3,579676.5700000001,2022,8,3,High,Medium,0.13391004012827554,1,1
front-line high-level encryption,2023-03-31,2023-09-10,30878.98,20.59,podcast,B2B,promotion,0.7,666756.8,635877.8200000001,2023,3,1,High,Medium,0.0661602979848553,0,1
reduced analyzing moratorium,2023-05-12,2023-08-07,30319.57,29.57,email,B2B,promotion,0.19,926893.18,896573.6100000001,2023,5,2,High,Very Low,0.17216297158484467,0,1
configurable systematic concept,2023-01-30,2023-12-03,89283.48,9.16,email,B2B,referral,0.67,907297.81,818014.3300000001,2023,1,1,High,Medium,0.14687451452476702,1,1
versatile actuating synergy,2023-01-03,2024-01-28,64733.0,13.37,email,B2B,referral,0.75,930401.42,865668.42,2023,1,1,High,Medium,0.09276712697479186,1,1
mandatory neutral ability,2023-03-22,2024-06-17,1635.98,75.73,email,B2B,organic,0.9,125526.72,123890.74,2023,3,1,High,High,0.014481024881041705,0,1
re-contextualized clear-thinking matrix,2022-12-17,2024-02-15,11395.3,64.1,social media,B2B,promotion,0.88,741815.81,730420.51,2022,12,4,High,High,0.01745609135164502,0,1
front-line neutral concept,2023-07-09,2023-09-21,24959.24,15.33,email,B2C,paid,0.73,407610.45,382651.21,2023,7,3,High,Medium,0.08388092043770566,0,1
synergistic optimizing approach,2023-06-25,2023-10-13,59973.81,4.25,social media,B2B,paid,0.7,314799.19,254825.38,2023,6,2,High,Medium,0.2721635701431488,1,1
grass-roots content-based synergy,2022-09-03,2024-06-10,11703.28,19.2,email,B2B,referral,0.46,236446.2,224742.92,2022,9,3,High,Low,0.10760127692252301,0,1
